Country Code,Country Name,Indicator Code,Indicator Name,Year,Value
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1923,80.54
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1924,65.05
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1925,79.23
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1926,70.18
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1927,67.99
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1928,71.88
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1929,86.12
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1930,79.09
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1931,65.01
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1932,75.98
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1933,92.05
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1934,76.37
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1935,77.83
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1936,64.6
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1937,80.32
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1938,77.36
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1939,89.21
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1940,99.41
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1941,70.67
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1942,78.62
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1943,65.67
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1944,94.39
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1945,78.4
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1946,84.68
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1947,81.06
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1948,83.9
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1949,75.96
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1950,71.49
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1951,77.86
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1952,88.76
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1953,74.42
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1954,78.27
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1955,64.42
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1956,62.99
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1957,79.97
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1958,85.33
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1959,79.81
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1960,58.49
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1961,60.53
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1962,58.43
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1963,59.63
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1964,61.72
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1965,61.02
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1966,60.87
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1967,61.3
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1968,62.63
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1969,61.35
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1970,61.24
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1971,63.62
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1972,62.96
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1973,69.52
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1974,64.1
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1975,65.16
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1976,65.35
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1977,66.55
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1978,65.29
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1979,66.33
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1980,64.3
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1981,69.2
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1982,66.77
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1983,68.3
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1984,65.76
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1985,69.03
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1986,68.79
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1987,71.33
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1988,68.48
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1989,80.58
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1990,73.5
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1991,69.87
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1992,70.66
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1993,72.36
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1994,72.48
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1995,73.15
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1996,71.96
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1997,71.46
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1998,70.88
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,1999,75.92
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2000,99.9
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2001,75.71
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2002,73.88
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2003,76.91
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2004,78.37
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2005,76.15
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2006,74.69
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2007,75.14
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2008,75.08
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2009,76.89
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2010,75.46
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2011,80.85
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2012,79.72
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2013,79.32
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2014,79.39
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2015,77.79
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2016,77.87
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2017,80.43
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2018,79.74
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2019,79.74
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2020,79.95
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2021,82.71
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2022,82.82
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2023,80.27
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2024,83.7
ARE,United Arab Emirates,SE.ADT.1524.LT.ZS,youth_literacy_rate,2025,93.5
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1900,69.84
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1901,67.1
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1902,74.7
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1903,69.75
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1904,63.18
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1905,58.17
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1906,75.13
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1907,70.99
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1908,60.82
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1909,74.7
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1910,62.6
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1911,65.7
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1912,54.44
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1913,63.07
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1914,47.95
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1915,62.3
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1916,92.19
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1917,46.54
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1918,78.85
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1919,76.58
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1920,71.53
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1921,78.25
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1922,70.59
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1923,67.82
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1924,80.68
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1925,82.91
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1926,81.41
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1927,58.91
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1928,65.93
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1929,70.38
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1930,73.75
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1931,58.76
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1932,66.68
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1933,77.99
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1934,95.11
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1935,59.32
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1936,50.36
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1937,77.97
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1938,89.69
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1939,45.74
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1940,79.2
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1941,65.16
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1942,70.33
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1943,66.68
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1944,84.36
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1945,61.62
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1946,79.35
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1947,60.48
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1948,78.85
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1949,68.09
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1950,73.6
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1951,70.28
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1952,67.61
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1953,56.19
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1954,69.41
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1955,74.63
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1956,64.87
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1957,83.44
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1958,72.66
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1959,91.31
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1960,59.5
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1961,55.27
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1962,57.45
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1963,57.54
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1964,55.93
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1965,56.25
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1966,57.4
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1967,56.46
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1968,56.02
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1969,57.56
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1970,59.89
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1971,59.68
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1972,61.47
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1973,62.43
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1974,73.03
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1975,61.0
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1976,60.5
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1977,62.79
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1978,60.79
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1979,64.71
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1980,62.4
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1981,62.17
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1982,63.05
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1983,63.45
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1984,65.39
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1985,84.22
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1986,63.7
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1987,65.4
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1988,67.32
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1989,63.24
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1990,65.88
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1991,66.78
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1992,67.57
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1993,66.55
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1994,66.06
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1995,79.13
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1996,68.61
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1997,67.36
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1998,68.82
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,1999,70.29
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2000,69.94
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2001,68.61
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2002,69.13
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2003,72.54
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2004,71.2
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2005,73.43
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2006,72.97
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2007,70.36
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2008,68.97
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2009,72.62
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2010,73.3
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2011,73.45
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2012,71.8
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2013,73.2
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2014,73.41
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2015,73.06
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2016,74.0
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2017,74.91
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2018,75.84
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2019,77.74
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2020,74.08
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2021,75.22
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2022,78.2
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2023,78.75
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2024,75.97
ARE,United Arab Emirates,SE.ADT.LITR.ZS,literacy_rate,2025,72.93
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1900,58.77
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1901,56.56
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1902,76.36
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1903,65.99
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1904,56.5
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1905,63.15
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1906,55.11
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1907,56.55
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1908,65.23
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1909,56.44
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1910,70.29
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1911,62.09
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1912,54.09
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1913,61.74
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1914,57.17
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1915,65.71
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1916,55.0
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1917,70.56
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1918,61.08
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1919,59.51
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1920,64.37
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1921,78.53
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1922,66.62
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1923,68.6
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1924,45.85
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1925,56.9
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1926,63.71
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1927,70.37
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1928,59.33
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1929,62.28
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1930,63.47
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1931,76.76
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1932,59.63
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1933,54.9
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1934,60.37
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1935,58.57
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1936,62.28
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1937,82.68
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1938,59.75
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1939,71.87
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1940,76.5
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1941,65.31
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1942,80.77
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1943,65.8
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1944,73.56
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1945,62.86
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1946,73.44
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1947,75.48
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1948,76.88
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1949,63.46
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1950,73.68
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1951,71.25
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1952,75.36
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1953,66.73
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1954,56.61
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1955,77.46
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1956,75.67
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1957,70.15
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1958,72.85
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1959,75.69
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1960,50.74
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1961,51.26
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1962,52.5
ARE,United Arab Emirates,SE.PRM.CMPT.ZS,primary_completion,1963,49.31
